## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam_files/sample12.mrkdup.BL.filtered_hist.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=bam_files/sample12.mrkdup.BL.filtered.bam OUTPUT=bam_files/sample12.mrkdup.BL.filtered_inserts.txt TMP_DIR=[tmp]    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Oct 20 23:43:28 BST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
174	168	13	2	242552289	189.804826	67.144919	9824421	FR	5	11	15	21	27	35	49	67	205	345	603			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	4
3	1
6	3
8	4
10	1
11	1
12	1
14	1
16	3
18	1
19	1
20	3
21	3
22	2
24	3
25	1
26	5
27	6
28	13
29	50
30	344
31	471
32	595
33	662
34	768
35	893
36	994
37	1176
38	1275
39	1411
40	1419
41	1481
42	1666
43	1658
44	1849
45	1789
46	1853
47	1981
48	2039
49	2066
50	2022
51	2019
52	2015
53	1941
54	2011
55	2070
56	1999
57	2077
58	2181
59	2142
60	2178
61	2047
62	2024
63	1917
64	1878
65	2036
66	1889
67	1942
68	1892
69	2055
70	2033
71	1973
72	1935
73	1844
74	1876
75	1790
76	1853
77	1864
78	2071
79	2368
80	2647
81	2599
82	2377
83	1965
84	1946
85	2003
86	2003
87	2019
88	2188
89	2447
90	3064
91	3436
92	3442
93	2846
94	2488
95	2424
96	2318
97	2633
98	2897
99	3305
100	3657
101	3922
102	3830
103	3717
104	3629
105	3393
106	3413
107	3597
108	3772
109	4200
110	4768
111	5462
112	5344
113	4842
114	4365
115	4343
116	4466
117	4907
118	5254
119	6007
120	7502
121	9597
122	11545
123	11424
124	9222
125	7638
126	7235
127	7626
128	8498
129	9445
130	11493
131	15133
132	19916
133	25282
134	26433
135	23591
136	20250
137	20838
138	24326
139	31121
140	39511
141	46783
142	49831
143	50859
144	52628
145	53491
146	53581
147	53569
148	56949
149	62514
150	69878
151	79827
152	89393
153	91234
154	87672
155	86971
156	92881
157	103727
158	119034
159	136646
160	148853
161	156556
162	165648
163	180070
164	204114
165	225569
166	236777
167	241776
168	242771
169	237143
170	227318
171	216520
172	207224
173	202803
174	202835
175	202995
176	202372
177	196766
178	188026
179	178191
180	166423
181	153899
182	143084
183	133470
184	127319
185	122320
186	118775
187	115206
188	111482
189	105606
190	99581
191	92640
192	85550
193	77948
194	72251
195	68064
196	64007
197	61021
198	58825
199	56473
200	53700
201	50201
202	46434
203	42933
204	39333
205	36481
206	34056
207	32230
208	30214
209	28791
210	27644
211	25568
212	24205
213	21995
214	19920
215	18463
216	17252
217	15931
218	14905
219	14240
220	13120
221	12617
222	11774
223	10729
224	9821
225	9259
226	8466
227	7784
228	7092
229	6741
230	6265
231	5866
232	5440
233	5054
234	4580
235	4169
236	4018
237	3766
238	3558
239	3352
240	3143
241	2946
242	2852
243	2656
244	2531
245	2367
246	2214
247	2189
248	2121
249	1994
250	1953
251	1966
252	1834
253	1860
254	1778
255	1749
256	1716
257	1701
258	1643
259	1597
260	1610
261	1635
262	1637
263	1567
264	1634
265	1614
266	1551
267	1631
268	1662
269	1660
270	1878
271	1629
272	1578
273	1873
274	1592
275	1486
276	1542
277	1561
278	1681
279	1758
280	1825
281	1880
282	1951
283	1995
284	1930
285	2089
286	2049
287	2173
288	2372
289	2416
290	2419
291	2638
292	2777
293	2873
294	2994
295	3154
296	3149
297	3466
298	3773
299	3863
300	4004
301	4113
302	4171
303	4571
304	4658
305	4814
306	5122
307	5410
308	5821
309	6015
310	6299
311	6433
312	6660
313	6725
314	6882
315	7256
316	7348
317	7476
318	7801
319	7817
320	8093
321	8350
322	8515
323	8854
324	8680
325	8714
326	8426
327	8736
328	8729
329	8892
330	8999
331	9202
332	9265
333	9409
334	9500
335	9470
336	9342
337	9372
338	9102
339	9233
