## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam_files/sample10.mrkdup.BL.filtered_hist.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=bam_files/sample10.mrkdup.BL.filtered.bam OUTPUT=bam_files/sample10.mrkdup.BL.filtered_inserts.txt TMP_DIR=[tmp]    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Oct 20 23:43:21 BST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
169	166	13	2	238580195	186.251295	71.115514	9450860	FR	5	9	15	19	27	37	49	71	229	337	661			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	1
3	2
4	1
6	2
7	2
8	2
9	1
10	2
11	3
12	3
13	2
15	1
16	1
17	2
20	1
21	2
22	3
23	2
24	2
25	2
27	2
28	3
29	19
30	152
31	202
32	228
33	278
34	322
35	469
36	500
37	626
38	661
39	787
40	861
41	911
42	953
43	1051
44	1211
45	1257
46	1307
47	1516
48	1624
49	1828
50	1782
51	1808
52	1744
53	1908
54	1902
55	1952
56	2066
57	2192
58	2389
59	2557
60	2655
61	2523
62	2325
63	2278
64	2310
65	2135
66	2101
67	2194
68	2346
69	2449
70	2705
71	2422
72	2195
73	2146
74	2147
75	2193
76	2208
77	2460
78	2774
79	3144
80	3808
81	3896
82	3157
83	2635
84	2555
85	2493
86	2619
87	2920
88	3161
89	3678
90	4497
91	4990
92	4839
93	4272
94	3494
95	3407
96	3468
97	3818
98	4246
99	4763
100	5403
101	5836
102	6120
103	5938
104	5642
105	5499
106	5622
107	5869
108	6300
109	6620
110	7526
111	8448
112	8290
113	7862
114	7309
115	7527
116	7822
117	8406
118	9099
119	10119
120	11905
121	14499
122	16894
123	16805
124	14103
125	12510
126	12495
127	13870
128	15229
129	16929
130	19852
131	24561
132	30789
133	37042
134	39152
135	36468
136	34222
137	35843
138	41496
139	48871
140	58350
141	64509
142	68133
143	70151
144	72211
145	74167
146	75689
147	77693
148	80455
149	85239
150	90693
151	95746
152	100975
153	101815
154	100411
155	102770
156	110415
157	121332
158	133401
159	145365
160	156295
161	163607
162	173844
163	191574
164	216383
165	240725
166	249557
167	247399
168	239404
169	229740
170	219051
171	206612
172	198220
173	193206
174	191772
175	189000
176	182120
177	171444
178	157891
179	143003
180	128658
181	117328
182	107591
183	100086
184	94274
185	90435
186	86046
187	81630
188	76620
189	70801
190	65213
191	59513
192	54038
193	49446
194	45998
195	43058
196	40829
197	38530
198	36756
199	34290
200	32558
201	29495
202	27024
203	25460
204	22829
205	21375
206	19837
207	18638
208	17726
209	16708
210	15638
211	14721
212	13973
213	12334
214	11457
215	10683
216	9896
217	9240
218	8669
219	8289
220	7634
221	7205
222	6757
223	6170
224	5729
225	5338
226	4908
227	4656
228	4401
229	4194
230	3978
231	3741
232	3522
233	3328
234	3241
235	2969
236	2796
237	2701
238	2629
239	2530
240	2421
241	2430
242	2392
243	2282
244	2255
245	2121
246	2079
247	2065
248	2069
249	1947
250	1937
251	1944
252	2000
253	1940
254	2016
255	2035
256	1932
257	1896
258	1864
259	1971
260	1883
261	2161
262	1881
263	1864
264	1969
265	2269
266	1880
267	1861
268	1836
269	1857
270	1853
271	2030
272	2013
273	2145
274	2141
275	2321
276	2293
277	2367
278	2522
279	2508
280	2702
281	2953
282	3005
283	3141
284	3353
285	3346
286	3422
287	3586
288	3844
289	3924
290	4312
291	4556
292	4866
293	5034
294	5185
295	5364
296	5817
297	6114
298	6472
299	6994
300	7213
301	7449
302	7541
303	7978
304	8308
305	8457
306	8918
307	9238
308	9761
309	10026
310	10055
311	10151
312	10371
313	10616
314	10786
315	10781
316	10975
317	10996
318	10755
319	10845
320	10870
321	11058
322	10858
323	10689
324	10362
325	10652
326	10172
327	10096
328	9971
329	9916
330	9763
331	9568
332	9504
333	9638
334	9486
335	8934
336	9012
337	8509
338	8402
339	8176
340	8159
341	8076
342	8007
343	8055
344	7841
345	7813
346	7523
347	7378
348	7242
349	7067
350	7047
351	6711
352	6683
353	6643
354	6429
355	6506
356	6204
357	6137
358	6122
359	5800
360	5770
361	5647
362	5615
363	5316
364	5260
365	5178
366	5138
367	4887
368	4893
369	4710
370	4556
371	4488
372	4325
373	4277
374	4039
375	3936
376	3810
377	3694
378	3770
379	3572
380	3325
381	3164
382	3088
383	3064
384	2865
385	2868
386	2676
387	2642
388	2610
389	2371
390	2297
391	2279
392	2150
393	2069
394	1919
395	1768
396	1806
397	1749
398	1668
399	1638
400	1495
401	1537
402	1419
403	1364
404	1265
405	1244
406	1230
407	1148
408	1162
409	1023
410	1003
411	958
412	969
413	879
414	843
415	823
416	847
417	815
418	811
419	799
420	749
421	725
422	707
423	689
424	635
425	654
426	689
427	599
428	675
429	639
430	590
431	632
432	557
433	621
434	616
435	554
436	591
437	601
438	637
439	616
440	559
441	593
442	607
443	608
444	583
445	617
446	610
447	608
448	600
449	597
450	644
451	665
452	633
453	688
454	684
455	708
456	694
457	678
458	699
459	699
460	699
461	704
462	795
463	728
464	719
465	739
466	739
467	740
468	749
469	705
470	758
471	708
472	783
473	820
474	788
475	776
476	726
477	765
478	772
479	796
480	825
481	807
482	852
483	829
484	825
485	744
486	797
487	758
488	809
489	746
490	814
491	768
492	755
493	760
494	763
495	748
496	751
497	794
498	761
499	820
500	812
501	719
502	816
503	752
504	751
505	723
506	771
507	748
508	759
509	745
510	804
511	732
512	771
513	786
514	718
515	786
516	797
517	831
518	771
519	724
520	746
521	736
522	751
523	737
524	743
525	768
526	722
527	733
528	785
529	767
530	703
531	735
532	694
533	742
534	772
535	689
536	728
537	714
538	679
539	712
540	704
541	676
542	696
543	663
544	663
545	666
546	680
547	629
548	650
549	647
550	639
551	549
552	606
553	597
554	590
555	632
556	643
557	634
558	603
559	569
560	565
561	536
562	533
563	504
564	522
565	529
566	504
567	490
568	475
569	460
570	473
571	446
572	438
573	422
574	397
575	430
576	446
577	393
578	366
579	387
580	377
581	340
582	381
583	357
584	319
585	322
586	298
587	309
588	332
589	294
590	306
591	291
592	280
593	256
594	265
595	245
596	215
597	238
598	235
599	235
600	247
601	231
602	248
603	208
604	214
605	202
606	201
607	186
608	211
609	203
610	195
611	180
612	185
613	180
614	153
615	163
616	183
617	171
618	165
619	179
620	150
621	156
622	150
623	136
624	160
625	161
626	157
627	154
628	152
629	154
630	152
631	151
632	159
633	151
634	135
635	145
636	156
637	161
638	146
639	172
640	164
641	142
642	121
643	147
644	140
645	128
646	139
647	127
648	128
649	143
650	130
651	153
652	121
653	145
654	138
655	120
656	123
657	123
658	115
659	114
660	133
661	123
662	146
663	133
664	114
665	151
666	141
667	119
668	152
669	114
670	119
671	137
672	143
673	132
674	136
675	139
676	126
677	150
678	109
679	132
680	151
681	128
682	141
683	152
684	124
685	124
686	140
687	130
688	117
689	163
690	160
691	133
692	111
693	156
694	123
695	154
696	146
697	132
698	137
699	168
700	149
701	157
702	153
703	151
704	130
705	136
706	158
707	132
708	134
709	139
710	147
711	165
712	149
713	169
714	154
715	143
716	144
717	153
718	164
719	124
720	144
721	149
722	142
723	137
724	146
725	103
726	154
727	160
728	142
729	121
730	138
731	146
732	139
733	128
734	135
735	150
736	147
737	138
738	123
739	143
740	128
741	130
742	126
743	133
744	126
745	139
746	107
747	110
748	136
749	126
750	105
751	138
752	115
753	112
754	116
755	107
756	101
757	105
758	97
759	107
760	99
761	116
762	92
763	114
764	92
765	98
766	100
767	96
768	97
769	89
770	93
771	103
772	91
773	90
774	93
775	74
776	89
777	72
778	60
779	78
780	64
781	78
782	68
783	69
784	61
785	64
786	61
787	56
788	59
789	67
790	61
791	51
792	61
793	51
794	56
795	70
796	56
797	46
798	42
799	54
800	55
801	51
802	52
803	54
804	37
805	59
806	46
807	47
808	46
809	47
810	39
811	51
812	39
813	34
814	42
815	41
816	24
817	38
818	25
819	35
820	49
821	42
822	44
823	36
824	42
825	46
826	46
827	32
828	31
829	29
830	30
831	37
832	31
833	31
834	32
835	39
836	45
837	33
838	43
839	47
840	32
841	33
842	27
843	30
844	33
845	26
846	24
847	29
848	27
849	28
850	33
851	31
852	37
853	34
854	28
855	32
856	32
857	35
858	32
859	46
860	39
861	28
862	36
863	27
864	41
865	36
866	20
867	35
868	21
869	27
870	31
871	34
872	31
873	38
874	39
875	36
876	43
877	41
878	35
879	40
880	43
881	33
882	43
883	35
884	40
885	45
886	36
887	30
888	34
889	27
890	42
891	32
892	27
893	37
894	40
895	33
896	31
897	38
898	41
899	42
900	33
901	26
902	29
903	36
904	50
905	32
906	31
907	33
908	35
909	29
910	34
911	34
912	32
913	33
914	31
915	40
916	39
917	31
918	34
919	43
920	33
921	46
922	36
923	31
924	26
925	25
926	30
927	38
928	34
929	25
930	31
931	34
932	37
933	32
934	32
935	33
936	29
937	36
938	26
939	24
940	27
941	32
942	27
943	32
944	21
945	31
946	26
947	26
948	23
949	33
950	16
951	25
952	27
953	23
954	29
955	25
956	24
957	25
958	28
959	14
960	23
961	19
962	21
963	18
964	20
965	20
966	22
967	18
968	20
969	19
970	19
971	17
972	13
973	23
974	15
975	10
976	12
977	19
978	15
979	11
980	14
981	21
982	16
983	13
984	12
985	15
986	8
987	14
988	12
989	15
990	12
991	18
992	13
993	11
994	12
995	12
996	21
997	17
998	8
999	14
1000	13

