## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam_files/sample11.mrkdup.BL.filtered_hist.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=bam_files/sample11.mrkdup.BL.filtered.bam OUTPUT=bam_files/sample11.mrkdup.BL.filtered_inserts.txt TMP_DIR=[tmp]    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Oct 20 23:22:46 BST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
167	166	14	7	223416106	181.538167	65.097315	6665397	FR	5	9	15	21	29	39	53	81	233	307	543			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
7	2
8	1
9	1
10	2
12	1
13	2
14	1
16	1
17	1
20	1
21	1
22	2
23	2
24	3
25	5
26	2
27	3
28	11
29	34
30	369
31	486
32	488
33	604
34	691
35	889
36	962
37	1075
38	1252
39	1335
40	1519
41	1567
42	1682
43	1885
44	2040
45	2089
46	2090
47	2175
48	2448
49	2553
50	2616
51	2643
52	2568
53	2642
54	2762
55	2799
56	2893
57	2899
58	3054
59	3096
60	3131
61	3030
62	2860
63	2738
64	2771
65	2742
66	2651
67	2679
68	2833
69	2939
70	3089
71	3135
72	2887
73	2870
74	2799
75	2931
76	2875
77	2990
78	3072
79	3541
80	4059
81	3764
82	3310
83	2779
84	2839
85	2795
86	2978
87	3054
88	3239
89	3464
90	4105
91	4574
92	4527
93	3979
94	3532
95	3409
96	3582
97	3853
98	4038
99	4242
100	4781
101	5091
102	5058
103	5077
104	4838
105	4709
106	5112
107	5273
108	5597
109	6117
110	6692
111	7353
112	7459
113	6847
114	6575
115	6793
116	7279
117	7695
118	8493
119	9351
120	10603
121	13179
122	15226
123	15477
124	13436
125	12011
126	12172
127	13199
128	14685
129	16220
130	18586
131	22048
132	27140
133	31848
134	33788
135	32627
136	31917
137	33935
138	39206
139	45135
140	49718
141	51236
142	51656
143	51214
144	52524
145	54218
146	56897
147	60251
148	65083
149	69515
150	71737
151	73088
152	73751
153	73147
154	72937
155	77384
156	83990
157	92763
158	100793
159	108053
160	111511
161	115161
162	121796
163	139064
164	163944
165	184388
166	187873
167	178276
168	165502
169	151327
170	137169
171	126643
172	119375
173	117740
174	119002
175	119277
176	115505
177	108482
178	98029
179	86198
180	75484
181	67398
182	61206
183	56710
184	53749
185	52120
186	49878
187	47515
188	44966
189	41081
190	36532
191	32804
192	29666
193	26741
194	24801
195	23317
196	22284
197	21410
198	20351
199	19133
200	17766
201	16717
202	15032
203	13956
204	13108
205	12124
206	11329
207	10801
208	10406
209	9967
210	9387
211	8735
212	8206
213	7475
214	7113
215	6588
216	6169
217	5761
218	5438
219	5354
220	5161
221	4953
222	4652
223	4448
224	4104
225	4004
226	3747
227	3642
228	3487
229	3533
230	3386
231	3436
232	3390
233	3185
234	3083
235	2907
236	2976
237	2775
238	2686
239	2689
240	2744
241	2790
242	2747
243	2792
244	2770
245	2771
246	2718
247	2794
248	2758
249	2621
250	2528
251	2521
252	2424
253	2651
254	2662
255	2654
256	2621
257	2654
258	2617
259	2552
260	2436
261	2488
262	2519
263	2677
264	2669
265	2976
266	2871
267	2534
268	2485
269	2644
270	2662
271	2832
272	2849
273	3143
274	3069
275	3115
276	3162
277	3370
278	3604
279	3908
280	4082
281	4292
282	4311
283	4297
284	4474
285	4382
286	4536
287	4903
288	5450
289	5773
290	6075
291	6451
292	6608
293	6476
294	6653
295	6925
296	7097
297	7914
298	8416
299	9036
300	9129
301	9107
302	9134
303	9189
304	9440
305	10019
306	9925
307	10270
308	10471
309	10633
310	10316
311	10359
312	10323
313	10178
314	9890
315	9871
316	9697
317	9527
318	8989
319	8794
320	8571
321	8365
322	8228
323	8070
324	7636
325	7403
326	7176
327	6807
328	6329
329	6222
330	5893
331	5857
332	5633
333	5591
334	5371
335	5140
336	4967
337	4648
338	4525
339	4340
340	4204
341	4012
342	3895
343	3865
344	3766
345	3557
346	3516
347	3341
348	3216
349	3137
350	2974
351	3002
352	2910
353	2936
354	2676
355	2666
356	2659
357	2545
358	2498
359	2390
360	2339
361	2318
362	2202
363	2177
364	2132
365	2072
366	2002
367	1919
368	1908
369	1861
370	1810
371	1698
372	1668
373	1714
374	1652
375	1522
376	1515
377	1470
378	1444
379	1359
380	1348
381	1286
382	1312
383	1211
384	1142
385	1185
386	1109
387	1145
388	1087
389	973
390	987
391	939
392	966
393	954
394	944
395	875
396	894
397	779
398	818
399	820
400	730
401	732
402	724
403	702
404	711
405	640
406	704
407	680
408	600
409	627
410	650
411	616
412	563
413	595
414	580
415	595
416	572
417	563
418	563
419	543
420	591
421	578
422	548
423	570
424	618
425	584
426	553
427	586
428	573
429	585
430	591
431	578
432	575
433	575
434	585
435	578
436	588
437	620
438	575
439	613
440	607
441	655
442	619
443	594
444	627
445	652
446	613
447	631
448	626
449	579
450	666
451	640
452	597
453	610
454	603
455	627
456	576
457	556
458	579
459	575
460	585
461	558
462	563
463	586
464	555
465	572
466	567
467	547
468	491
469	492
470	561
471	516
472	494
473	524
474	489
475	501
476	461
477	510
478	513
479	448
480	491
481	451
482	432
483	439
484	415
485	404
486	426
487	416
488	386
489	371
490	372
491	415
492	390
493	366
494	340
495	349
496	358
497	369
498	324
499	378
500	318
501	327
502	353
503	356
504	330
505	290
506	323
507	315
508	300
509	320
510	286
511	284
512	287
513	271
514	305
515	255
516	269
517	268
518	277
519	282
520	288
521	306
522	256
523	266
524	262
525	263
526	279
527	231
528	241
529	258
530	299
531	283
532	249
533	260
534	286
535	253
536	247
537	226
538	236
539	247
540	252
541	216
542	246
543	209
544	248
545	217
546	249
547	201
548	212
549	234
550	212
551	208
552	225
553	232
554	227
555	209
556	224
557	223
558	196
559	207
560	202
561	207
562	192
563	200
564	182
565	180
566	181
567	181
568	176
569	181
570	188
571	186
572	165
573	182
574	136
575	182
576	177
577	148
578	148
579	162
580	148
581	160
582	150
583	134
584	135
585	130
586	147
587	137
588	121
589	138
590	116
591	143
592	105
593	130
594	134
595	116
596	124
597	133
598	92
599	116
600	91
601	94
602	94
603	112
604	97
605	88
606	85
607	88
608	94
609	85
610	89
611	104
612	73
613	97
614	86
615	89
616	79
617	80
618	79
619	68
620	83
621	87
622	69
623	70
624	60
625	60
626	66
627	71
628	84
629	59
630	73
631	65
632	69
633	65
634	69
635	73
636	69
637	60
638	64
639	53
640	75
641	68
642	65
643	44
644	55
645	60
646	64
647	59
648	54
649	51
650	36
651	53
652	53
653	43
654	48
655	43
656	42
657	51
658	58
659	42
660	58
661	56
662	49
663	40
664	46
665	40
666	46
667	65
668	36
669	48
670	45
671	43
672	49
673	54
674	58
675	44
676	42
677	59
678	45
679	43
680	56
681	44
682	55
683	38
684	46
685	47
686	30
687	50
688	41
689	46
690	40
691	42
692	43
693	45
694	48
695	42
696	42
697	37
698	49
699	43
700	45
701	45
702	41
703	39
704	50
705	52
706	38
707	36
708	40
709	36
710	32
711	43
712	51
713	38
714	48
715	52
716	53
717	34
718	51
719	42
720	48
721	45
722	49
723	34
724	43
725	48
726	44
727	50
728	37
729	52
730	48
731	34
732	37
733	39
734	47
735	41
736	42
737	27
738	41
739	36
740	36
741	45
742	38
743	32
744	38
745	35
746	37
747	45
748	31
749	33
750	38
751	31
752	34
753	36
754	37
755	44
756	43
757	25
758	26
759	26
760	26
761	32
762	21
763	35
764	29
765	23
766	35
767	22
768	24
769	18
770	35
771	23
772	27
773	27
774	19
775	22
776	27
777	34
778	29
779	24
780	18
781	22
782	25
783	15
784	16
785	30
786	20
787	20
788	24
789	15
790	15
791	21
792	18
793	21
794	13
795	29
796	20
797	19
798	27
799	16
800	15
801	16
802	12
803	22
804	13
805	15
806	14
807	15
808	12
809	20
810	10
811	18
812	18
813	24
814	11
815	11
816	12
817	18
818	11
819	9
820	14
821	19
822	13
823	15
824	8
825	9
826	17
827	7
828	12
829	7
830	14
831	5
832	18
833	10
834	7
835	7
836	10
837	9
838	5
839	9
840	12
841	12
842	13
843	12
844	8
845	9
846	7
847	7
848	10
849	16
850	5
851	9
852	18
853	14
854	6
855	7
856	8
857	7
858	7
859	13
860	9
861	10
862	6
863	9
864	7
865	14
866	14
867	12
868	12
869	8
870	10
871	13
872	7
873	10
874	11
875	10
876	12
877	11
878	13
879	13
880	6
881	3
882	12
883	5
884	11
885	8
886	10
887	7
888	10
889	10
890	7
891	2
892	7
893	14
894	8
895	8
896	10
897	5
898	7
899	2
900	12
901	16
902	3
903	8
904	9
905	4
906	12
907	7
908	12
909	7
910	5
911	7
912	2
913	5
914	12
915	8
916	6
917	6
918	9
919	9
920	7
921	7
922	10
923	8
924	4
925	4
926	5
927	3
928	8
