## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam_files/sample6.mrkdup.BL.filtered_hist.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=bam_files/sample6.mrkdup.BL.filtered.bam OUTPUT=bam_files/sample6.mrkdup.BL.filtered_inserts.txt TMP_DIR=[tmp]    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Oct 20 23:42:05 BST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
188	176	22	2	230557940	198.900922	38.610399	9899723	FR	9	19	27	35	45	57	79	105	139	167	215			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	4
3	3
4	4
5	6
6	3
8	5
9	6
10	4
11	4
12	3
13	4
14	7
15	3
16	6
17	4
18	12
19	6406
20	3733
21	1814
22	782
23	326
24	169
25	142
26	129
27	117
28	85
29	95
30	78
31	98
32	80
33	86
34	81
35	99
36	83
37	87
38	111
39	106
40	119
41	109
42	119
43	115
44	133
45	133
46	143
47	155
48	173
49	192
50	229
51	222
52	185
53	208
54	244
55	235
56	247
57	257
58	324
59	384
60	374
61	368
62	340
63	382
64	396
65	367
66	361
67	361
68	469
69	516
70	573
71	514
72	528
73	474
74	478
75	485
76	498
77	588
78	637
79	755
80	987
81	1004
82	813
83	638
84	583
85	630
86	642
87	646
88	768
89	900
90	1204
91	1403
92	1403
93	1141
94	959
95	933
96	926
97	1032
98	1180
99	1376
100	1518
101	1715
102	1756
103	1675
104	1525
105	1516
106	1496
107	1548
108	1654
109	1917
110	2226
111	2363
112	2356
113	2141
114	1988
115	1979
116	2094
117	2239
118	2332
119	2700
120	3257
121	3973
122	4393
123	4174
124	3474
125	3180
126	3043
127	3433
128	3857
129	4235
130	5277
131	6359
132	8057
133	9955
134	10086
135	9347
136	9090
137	9619
138	11494
139	13592
140	16301
141	18811
142	20019
143	20296
144	21223
145	22072
146	22551
147	23871
148	25883
149	28015
150	30476
151	33820
152	36750
153	37964
154	38353
155	39935
156	43963
157	49922
158	58043
159	67346
160	75098
161	82909
162	90410
163	103865
164	121893
165	141123
166	153773
167	160447
168	164211
169	166301
170	166065
171	163739
172	162608
173	164388
174	170188
175	174511
176	177589
177	176510
178	170749
179	162520
180	154285
181	145998
182	138727
183	133150
184	128644
185	126144
186	124171
187	121646
188	118550
189	114082
190	108141
191	102571
192	94904
193	89089
194	83991
195	80262
196	76824
197	74675
198	71991
199	69189
200	67283
201	63531
202	59828
203	56264
204	53579
205	50759
206	48769
207	47011
208	45866
209	45399
210	44886
211	44333
212	43386
213	43147
214	42876
215	42905
216	42965
217	44171
218	45649
219	47220
220	49449
221	51408
222	52600
223	54389
224	54831
225	55254
226	56186
227	57051
228	57839
229	59858
230	60202
231	61665
232	61058
233	61030
234	59897
235	57861
236	57227
237	56755
238	56277
239	57177
240	57366
241	57159
242	56671
243	55145
244	53857
245	52985
246	52024
247	51412
248	50497
249	49592
250	49508
251	50116
252	48685
253	48239
254	47141
255	45741
256	44883
257	43623
258	41519
259	40144
260	39325
261	38496
262	37501
263	36316
264	34952
265	33747
266	31637
267	29844
268	28980
269	27429
270	26955
271	26648
