## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam_files/sample4.mrkdup.BL.filtered_hist.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=bam_files/sample4.mrkdup.BL.filtered.bam OUTPUT=bam_files/sample4.mrkdup.BL.filtered_inserts.txt TMP_DIR=[tmp]    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Oct 20 23:35:46 BST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
154	166	18	2	206194185	158.604366	50.141836	8692617	FR	9	15	23	29	37	47	59	79	113	169	421			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	3
3	1
4	5
5	2
6	5
7	5
8	1
9	7
10	3
11	3
12	5
13	4
14	5
15	7
16	4
17	5
18	4
19	3
20	3
21	2
22	3
23	5
24	5
25	6
26	13
27	464
28	626
29	411
30	267
31	227
32	204
33	190
34	160
35	151
36	151
37	132
38	147
39	143
40	169
41	187
42	200
43	264
44	232
45	295
46	355
47	474
48	545
49	802
50	1002
51	991
52	1013
53	911
54	972
55	1114
56	1229
57	1479
58	1966
59	2464
60	2849
61	2947
62	2722
63	2661
64	2845
65	2749
66	2848
67	2934
68	3723
69	4659
70	5377
71	5028
72	4645
73	4409
74	4307
75	4600
76	4940
77	5336
78	6540
79	8768
80	11222
81	11678
82	9393
83	7323
84	6682
85	7108
86	8091
87	9057
88	10723
89	14458
90	19866
91	24432
92	24666
93	19717
94	16193
95	14243
96	14567
97	15914
98	18470
99	22840
100	27741
101	31659
102	33200
103	31668
104	27992
105	25343
106	24863
107	26223
108	28576
109	33695
110	41205
111	46981
112	46946
113	41408
114	35708
115	34189
116	34889
117	36301
118	38550
119	43413
120	52314
121	64546
122	73104
123	70902
124	57346
125	47963
126	46543
127	49213
128	53380
129	58075
130	68256
131	81151
132	99256
133	115237
134	115534
135	102168
136	89270
137	86064
138	90985
139	101533
140	114469
141	126616
142	133843
143	134279
144	134184
145	131836
146	123318
147	116010
148	113373
149	114290
150	117838
151	124229
152	128865
153	127156
154	119961
155	115153
156	112197
157	112029
158	114696
159	118629
160	121300
161	122474
162	122873
163	126201
164	132865
165	137247
166	137610
167	133923
168	127649
169	121744
170	114475
171	107514
172	101591
173	96593
174	93444
175	90557
176	87875
177	83772
178	78857
179	73065
180	68503
181	63174
182	58301
183	54157
184	50576
185	48075
186	45162
187	43050
188	41240
189	38666
190	36233
191	33417
192	30641
193	28525
194	26537
195	24538
