## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam_files/sample0.mrkdup.BL.filtered_hist.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=bam_files/sample0.mrkdup.BL.filtered.bam OUTPUT=bam_files/sample0.mrkdup.BL.filtered_inserts.txt TMP_DIR=[tmp]    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Oct 20 23:38:21 BST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
165	166	17	2	224006274	174.542618	68.003988	7649999	FR	5	11	19	25	35	47	61	89	151	307	625			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	7
3	4
4	4
5	5
6	5
7	2
8	2
9	8
10	9
11	6
12	8
13	6
14	8
15	5
16	6
17	2
18	4
19	7
20	7
21	5
22	6
23	1
24	8
25	7
26	4
27	8
28	5
29	4
30	35
31	32
32	22
33	34
34	33
35	40
36	51
37	57
38	61
39	79
40	90
41	129
42	134
43	150
44	153
45	225
46	272
47	402
48	507
49	719
50	778
51	814
52	853
53	811
54	905
55	934
56	1221
57	1327
58	1631
59	2032
60	2334
61	2294
62	2333
63	2336
64	2387
65	2504
66	2498
67	2692
68	3133
69	3830
70	4118
71	3934
72	3808
73	3643
74	3734
75	3976
76	4150
77	4530
78	5194
79	6545
80	7979
81	7794
82	6631
83	5586
84	5201
85	5397
86	5857
87	6365
88	7568
89	9400
90	11939
91	13628
92	13767
93	11660
94	9983
95	9283
96	9070
97	9879
98	11467
99	13772
100	16249
101	18419
102	18528
103	18071
104	16050
105	15006
106	15031
107	15684
108	17301
109	19872
110	23447
111	25938
112	25977
113	23362
114	20602
115	19616
116	19430
117	19980
118	21064
119	24020
120	28096
121	33682
122	38149
123	37390
124	29785
125	24891
126	23446
127	24288
128	25844
129	28624
130	32833
131	39861
132	49390
133	58215
134	58987
135	52562
136	46063
137	46092
138	49819
139	57732
140	67628
141	77341
142	80863
143	82103
144	82663
145	81871
146	77982
147	74934
148	75380
149	77812
150	82862
151	88399
152	93714
153	93631
154	89969
155	88236
156	89919
157	93575
158	100363
159	108027
160	113857
161	118624
162	122807
163	131762
164	147229
165	160434
166	165523
167	162756
168	156840
169	149860
170	140887
171	132954
172	125603
173	121538
174	119493
175	117618
176	113774
177	106921
178	98564
179	89610
180	80732
181	74140
182	67690
183	63494
184	59214
185	56427
186	53602
187	51782
188	48643
189	45472
190	42087
191	39009
192	35334
193	33096
194	30545
195	29210
196	27467
