## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam_files/sample1.mrkdup.BL.filtered_hist.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=bam_files/sample1.mrkdup.BL.filtered.bam OUTPUT=bam_files/sample1.mrkdup.BL.filtered_inserts.txt TMP_DIR=[tmp]    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Oct 20 23:01:20 BST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
158	142	24	2	223527164	174.705341	82.07055	3710576	FR	11	19	29	37	49	63	83	115	221	381	735			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	4
3	6
4	6
5	4
6	10
7	1
8	2
9	7
10	7
11	4
13	6
14	5
15	4
16	10
17	6
18	6
19	9914
20	8658
21	4487
22	2120
23	980
24	448
25	271
26	224
27	145
28	116
29	96
30	57
31	54
32	33
33	44
34	44
35	54
36	40
37	53
38	61
39	70
40	84
41	84
42	91
43	116
44	134
45	172
46	176
47	231
48	304
49	363
50	416
51	437
52	457
53	476
54	475
55	514
56	582
57	749
58	982
59	1215
60	1445
61	1481
62	1401
63	1406
64	1444
65	1524
66	1501
67	1667
68	1995
69	2397
70	2684
71	2481
72	2470
73	2402
74	2402
75	2639
76	2808
77	3142
78	3628
79	4629
80	5689
81	5660
82	4810
83	3897
84	3809
85	3828
86	4316
87	4554
88	5498
89	6925
90	9100
91	10671
92	10583
93	8717
94	7354
95	6838
96	6899
97	7191
98	8538
99	10344
100	12440
101	13747
102	13814
103	13081
104	11781
105	10896
106	10828
107	11359
108	12444
109	14753
110	17511
111	20045
112	19993
113	17782
114	15602
115	15123
116	15081
117	15707
118	16626
119	18578
120	21994
121	26319
122	29617
123	28303
124	23538
125	19340
126	18665
127	19103
128	20210
129	22158
130	25130
131	29774
132	35666
133	41104
134	41624
135	36490
136	31283
137	29657
138	30773
139	34592
140	40051
141	44647
142	47146
143	46858
144	46838
145	45659
146	42768
147	38623
148	37418
149	37509
150	39267
151	41950
152	45003
153	44660
154	42525
155	39988
156	38745
157	38104
158	38430
159	39366
160	40519
161	40865
162	40927
163	41208
164	42537
165	43241
166	43112
167	42060
168	41289
169	40716
170	39240
171	37827
172	36815
173	35710
174	34931
175	34861
176	34400
177	33549
178	31936
179	30412
180	28752
181	27279
182	25686
183	24765
184	23475
185	22516
186	21698
187	21011
188	20151
189	19399
190	18458
191	17707
192	16784
193	15831
194	15001
195	14125
196	13589
