## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam_files/sample17.mrkdup.BL.filtered_hist.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=bam_files/sample17.mrkdup.BL.filtered.bam OUTPUT=bam_files/sample17.mrkdup.BL.filtered_inserts.txt TMP_DIR=[tmp]    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Oct 20 23:42:32 BST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
168	166	12	2	244215846	180.232256	59.843219	10742936	FR	5	9	13	19	25	33	45	65	137	311	473			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	1
4	3
5	4
6	1
8	2
10	2
11	1
12	1
13	4
14	2
15	1
16	3
17	5
18	2
20	1
22	1
23	1
24	3
25	2
26	5
27	6
28	9
29	13
30	123
31	146
32	183
33	191
34	209
35	244
36	301
37	367
38	453
39	479
40	529
41	478
42	479
43	514
44	539
45	559
46	672
47	740
48	874
49	1059
50	1059
51	1023
52	940
53	956
54	973
55	1053
56	1190
57	1277
58	1434
59	1630
60	1667
61	1620
62	1408
63	1390
64	1380
65	1436
66	1445
67	1565
68	1864
69	2328
70	2733
71	2468
72	2050
73	1928
74	1837
75	1931
76	2065
77	2276
78	2773
79	3815
80	5062
81	5182
82	3871
83	2707
84	2457
85	2458
86	2637
87	2862
88	3310
89	4553
90	6201
91	7747
92	7576
93	5924
94	4482
95	4342
96	4428
97	5141
98	5968
99	7305
100	8562
101	9334
102	9277
103	8859
104	7833
105	7389
106	7479
107	7956
108	8639
109	9825
110	11323
111	12799
112	12573
113	10707
114	9381
115	9131
116	9616
117	10225
118	11059
119	12507
120	15457
121	19174
122	22530
123	21445
124	17089
125	13875
126	13346
127	14692
128	16386
129	18984
130	22797
131	29409
132	37721
133	45630
134	46189
135	41383
136	38127
137	40385
138	48415
139	59439
140	71290
141	81336
142	84319
143	85014
144	86576
145	87184
146	86441
147	88581
148	92882
149	100604
150	109055
151	117950
152	127032
153	128216
154	124967
155	126738
156	135924
157	151346
158	169678
159	188301
160	201355
161	211588
162	223111
163	243194
164	273578
165	301441
166	311092
167	306073
168	295948
169	280903
170	262499
171	243741
172	228148
173	219082
174	212037
175	204386
176	195958
177	183946
178	169788
179	154277
180	139197
181	126648
182	114953
183	105209
184	98195
185	92650
186	87268
187	82861
188	78486
189	72947
190	66925
191	60566
192	55964
193	51422
194	46996
195	43994
196	41740
197	39582
198	37524
199	35857
200	34024
201	31572
202	29266
203	26960
204	25261
205	22941
206	21842
207	20393
208	19109
209	17872
210	17221
211	15922
212	14894
213	13920
214	12757
215	11654
216	10661
217	9883
218	9346
219	8745
220	8254
221	7704
222	7385
223	6656
224	6012
225	5510
226	5192
227	4780
228	4580
229	4160
230	4172
231	3831
232	3633
233	3355
234	2995
235	2966
236	2682
237	2518
238	2518
239	2434
240	2445
241	2329
242	2292
243	2085
244	2138
245	2107
246	1972
247	2032
248	1930
249	1866
250	1962
251	1845
252	2106
253	1803
254	1652
255	1670
256	1673
257	1658
258	1579
259	1558
260	1550
261	1508
262	1589
263	1552
264	1578
265	1589
266	1597
267	1515
268	1509
269	1514
270	1694
271	1718
272	1793
273	1864
274	1722
275	1822
276	1849
277	1891
278	1883
279	2067
280	2285
281	2535
282	2683
283	2807
284	2868
285	2996
286	2993
287	3037
288	3343
289	3627
290	3862
291	4047
292	4237
293	4575
294	4746
295	5010
296	5443
297	5706
298	6077
299	6271
300	6669
301	6764
302	7040
303	7297
304	7658
305	8106
306	8626
307	8806
308	9237
309	9309
310	9550
311	9567
312	9831
313	9896
314	10153
315	10001
316	10397
317	10262
318	10122
319	10325
320	10436
321	10238
322	10112
323	10161
324	9856
325	10085
326	9677
327	9376
328	9354
329	9412
330	9097
331	9111
332	9212
333	8970
334	8744
335	8729
336	8331
337	8054
338	8000
339	7993
340	7623
341	7683
342	7871
343	7765
344	7450
345	7490
346	7245
347	7027
348	6858
349	6733
350	6503
351	6676
352	6522
353	6496
354	6218
355	6303
356	6021
357	5974
358	5837
359	5828
360	5560
361	5601
362	5451
363	5390
364	5103
365	4960
366	4885
367	4897
368	4681
369	4606
370	4507
371	4389
372	4265
373	4036
374	3911
375	3871
376	3763
377	3588
378	3468
379	3282
380	3115
381	3084
382	2988
383	2942
384	2887
385	2664
386	2534
387	2532
388	2409
389	2256
390	2245
391	2092
392	2006
393	1963
394	1834
395	1767
396	1654
397	1600
398	1496
399	1559
400	1395
401	1373
402	1250
403	1265
404	1202
405	1169
406	1092
407	1025
408	1001
409	926
410	883
411	899
412	881
413	829
414	772
415	798
416	707
417	700
418	660
419	622
420	592
421	607
422	620
423	603
424	532
425	553
426	496
427	505
428	540
429	455
430	488
431	476
432	461
433	429
434	422
435	427
436	435
437	413
438	412
439	446
440	388
441	395
442	449
443	413
444	428
445	441
446	420
447	383
448	422
449	416
450	422
451	439
452	431
453	440
454	448
455	447
456	464
457	430
458	409
459	412
460	461
461	431
462	465
463	450
464	477
465	449
466	460
467	453
468	441
469	484
470	440
471	516
472	464
473	454
474	473
475	528
476	487
477	547
478	507
479	493
480	548
481	510
482	465
483	537
484	482
485	512
486	533
487	497
488	497
489	538
490	509
491	518
492	514
493	487
494	437
495	470
496	487
497	442
498	486
499	478
500	442
501	502
502	473
503	493
504	451
505	427
506	511
507	505
508	482
509	477
510	489
511	496
512	482
513	451
514	475
515	450
516	478
517	443
518	452
519	511
520	452
521	456
522	488
523	494
524	448
525	475
526	448
527	451
528	434
529	466
530	450
531	459
532	444
533	468
534	444
535	412
536	450
537	429
538	420
539	453
540	447
541	448
542	402
543	417
544	442
545	401
546	418
547	392
548	369
549	428
550	396
551	384
552	411
553	381
554	371
555	377
556	384
557	348
558	386
559	367
560	367
561	364
562	337
563	355
564	357
565	311
566	331
567	345
568	319
569	338
570	322
571	316
572	338
573	309
574	289
575	298
576	293
577	274
578	252
579	268
580	251
581	236
582	240
583	234
584	238
585	203
586	213
587	243
588	229
589	220
590	193
591	202
592	200
593	177
594	210
595	203
596	192
597	193
598	176
599	175
600	159
601	161
602	160
603	126
604	153
605	170
606	154
607	136
608	159
609	153
610	136
611	122
612	140
613	133
614	104
615	146
616	118
617	131
618	120
619	113
620	106
621	106
622	91
623	128
624	109
625	95
626	99
627	98
628	87
629	106
630	94
631	114
632	79
633	79
634	82
635	98
636	92
637	80
638	67
639	78
640	77
641	74
642	67
643	70
644	83
645	76
646	78
647	77
648	77
649	62
650	64
651	70
652	66
653	63
654	65
655	66
656	60
