## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam_files/sample18.mrkdup.BL.filtered_hist.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=bam_files/sample18.mrkdup.BL.filtered.bam OUTPUT=bam_files/sample18.mrkdup.BL.filtered_inserts.txt TMP_DIR=[tmp]    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Oct 20 23:42:50 BST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
174	167	16	2	242555849	200.076958	82.661224	10717341	FR	7	11	17	23	33	45	61	99	309	385	733			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	1
3	2
4	1
5	1
6	1
8	2
9	2
10	3
12	2
13	2
14	2
16	4
17	1
18	2
19	3
20	2
22	1
23	2
24	10
25	9
26	2
27	7
28	5
29	12
30	83
31	81
32	102
33	110
34	117
35	156
36	185
37	186
38	248
39	285
40	280
41	284
42	250
43	260
44	253
45	343
46	387
47	389
48	459
49	585
50	578
51	586
52	523
53	542
54	560
55	565
56	671
57	696
58	838
59	936
60	958
61	944
62	868
63	885
64	838
65	886
66	839
67	931
68	1102
69	1389
70	1556
71	1436
72	1254
73	1093
74	1119
75	1151
76	1289
77	1353
78	1659
79	2357
80	3153
81	3255
82	2379
83	1815
84	1606
85	1597
86	1714
87	1825
88	2163
89	2956
90	4056
91	5176
92	5253
93	4039
94	3211
95	2987
96	3026
97	3545
98	4232
99	5272
100	6101
101	6648
102	6701
103	6306
104	5906
105	5479
106	5739
107	6232
108	6897
109	7774
110	9127
111	10275
112	9992
113	8774
114	7495
115	7384
116	7817
117	8381
118	8873
119	9926
120	12341
121	15735
122	18517
123	17686
124	13886
125	10953
126	10435
127	11442
128	12531
129	14468
130	18136
131	22620
132	29071
133	34570
134	35568
135	31947
136	29176
137	30705
138	36289
139	44100
140	53848
141	61555
142	64077
143	63424
144	64516
145	65836
146	66516
147	68421
148	72400
149	77441
150	83971
151	90890
152	97715
153	98110
154	95065
155	96059
156	102847
157	114355
158	128195
159	142670
160	154396
161	161543
162	169289
163	184683
164	205021
165	226559
166	238150
167	240839
168	238123
169	232968
170	224554
171	213979
172	205377
173	201281
174	199686
175	198272
176	194719
177	188096
178	177574
179	165002
180	153950
181	141769
182	131504
183	123467
184	117251
185	111966
186	107891
187	104632
188	100187
189	95145
190	87929
191	82429
192	76206
193	70587
194	65385
195	61893
196	58972
197	56862
198	53831
199	52070
200	49097
201	46275
202	43645
203	40598
204	37609
205	35220
206	32992
207	31477
208	29523
209	28619
210	27203
211	25475
212	23779
213	21958
214	20551
215	18999
216	17648
217	16752
218	15583
219	14684
220	14189
221	13413
222	12857
223	11788
224	10842
225	10178
226	9225
227	8948
228	8721
229	8009
230	7455
231	7028
232	6572
233	6193
234	5919
235	5529
236	5082
237	4874
238	4708
239	4429
240	4396
241	4231
242	4150
243	3935
244	3653
245	3544
246	3429
247	3426
248	3200
249	3206
250	3198
251	3204
252	3154
253	3102
254	3048
255	2944
256	3034
257	2889
258	2829
259	2700
260	2788
261	2747
262	2816
263	2767
264	2871
265	2786
266	2718
267	2655
268	2754
269	2814
270	2873
271	2905
272	3015
273	3107
274	3041
275	3006
276	3106
277	3138
278	3096
279	3311
280	3470
281	3703
282	4072
283	4232
284	4127
285	4253
286	4410
287	4527
288	4829
289	5100
290	5388
291	5634
292	5943
293	6332
294	6663
295	6701
296	7153
297	7695
298	7815
299	8184
300	8782
301	8973
302	9058
303	9247
304	9835
305	10423
306	10907
307	11268
308	11640
309	12329
310	12883
311	12922
312	13354
313	13467
314	14168
315	14272
316	14660
317	14818
318	15435
319	15823
320	15964
321	16068
322	16246
323	16406
324	16221
325	16364
326	16315
327	16182
328	15937
329	16531
330	16612
331	16497
332	16278
333	16426
334	16556
335	16325
336	16029
337	15591
338	15438
339	15318
340	15366
341	15210
342	15321
343	15074
344	15208
345	14873
346	14492
347	14178
348	14149
349	13979
350	13855
351	13707
352	13375
353	13731
354	13389
355	13121
356	13109
357	12796
358	12502
359	12309
360	12409
361	12117
362	11912
363	11758
364	11574
365	11221
366	10991
367	10862
368	10658
369	10320
370	10085
371	9768
372	9720
373	9310
374	9091
375	9020
376	8660
377	8329
378	8212
379	7856
380	7701
381	7436
382	7022
383	6904
384	6496
385	6541
386	6042
387	6028
388	5799
389	5457
390	5400
391	5238
392	4987
393	4627
394	4463
395	4461
396	4140
397	4095
398	3812
399	3699
400	3521
401	3438
402	3198
403	3120
404	3012
405	2834
406	2738
407	2601
408	2540
409	2401
410	2380
411	2181
412	2147
413	2059
414	1934
415	1790
416	1769
417	1805
418	1680
419	1607
420	1595
421	1549
422	1448
423	1428
424	1336
425	1283
426	1265
427	1237
428	1110
429	1142
430	1084
431	1127
432	1055
433	969
434	1005
435	970
436	975
437	973
438	887
439	944
440	870
441	853
442	877
443	951
444	912
445	902
446	900
447	901
448	922
449	865
450	868
451	905
452	947
453	913
454	926
455	1043
456	943
457	901
458	940
459	997
460	958
461	1040
462	981
463	1048
464	1014
465	1064
466	1050
467	1061
468	1056
469	1114
470	1042
471	1165
472	1135
473	1102
474	1178
475	1175
476	1131
477	1120
478	1245
479	1167
480	1181
481	1196
482	1244
483	1267
484	1282
485	1265
486	1162
487	1254
488	1204
489	1255
490	1279
491	1234
492	1236
493	1256
494	1176
495	1214
496	1178
497	1199
498	1181
499	1252
500	1197
501	1245
502	1210
503	1253
504	1233
505	1216
506	1277
507	1172
508	1218
509	1236
510	1273
511	1244
512	1184
513	1272
514	1252
515	1229
516	1252
517	1164
518	1234
519	1322
520	1176
521	1272
522	1215
523	1234
524	1277
525	1269
526	1276
527	1273
528	1236
529	1290
530	1268
531	1245
532	1209
533	1213
534	1288
535	1248
536	1179
537	1254
538	1205
539	1264
540	1169
541	1243
542	1250
543	1165
544	1168
545	1232
546	1120
547	1191
548	1166
549	1149
550	1166
551	1126
552	1057
553	1123
554	1122
555	1096
556	1051
557	1140
558	1050
559	1006
560	1012
561	1003
562	1022
563	1012
564	965
565	953
566	965
567	975
568	973
569	882
570	929
571	882
572	926
573	845
574	847
575	842
576	800
577	771
578	748
579	786
580	790
581	744
582	734
583	708
584	676
585	703
586	693
587	641
588	671
589	645
590	617
591	617
592	590
593	583
594	548
595	545
596	540
597	488
598	566
599	500
600	464
601	500
602	414
603	472
604	433
605	421
606	437
607	396
608	411
609	409
610	373
611	431
612	381
613	364
614	343
615	354
616	335
617	308
618	316
619	334
620	307
621	294
622	282
623	307
624	292
625	259
626	302
627	265
628	257
629	239
630	276
631	295
632	252
633	242
634	255
635	230
636	222
637	210
638	190
639	224
640	225
641	196
642	203
643	203
644	200
645	194
646	197
647	205
648	210
649	189
650	188
651	177
652	204
653	193
654	192
655	190
656	137
657	187
658	174
659	173
660	174
661	150
662	163
663	146
664	162
665	183
666	146
667	170
668	157
669	148
670	192
671	162
672	165
673	145
674	160
675	179
676	145
677	156
678	146
679	135
680	164
681	153
682	155
683	182
684	166
685	152
686	166
687	144
688	173
689	173
690	168
691	162
692	184
693	168
694	172
695	178
696	166
697	192
698	188
699	165
700	173
701	201
702	182
703	215
704	188
705	186
706	172
707	179
708	197
709	175
710	186
711	197
712	206
713	191
714	196
715	192
716	187
717	183
718	198
719	215
720	211
721	209
722	195
723	188
724	196
725	184
726	174
727	184
728	194
729	185
730	197
731	208
732	184
733	177
734	164
735	188
736	191
737	201
738	184
739	176
740	200
741	211
742	204
743	163
744	189
745	174
746	185
747	188
748	178
749	172
750	181
751	173
752	159
753	181
754	172
755	177
756	177
757	184
758	166
759	177
760	189
761	181
762	149
763	178
764	180
765	162
766	161
767	151
768	147
769	161
770	155
771	158
772	140
773	152
774	141
775	172
776	159
777	157
778	132
779	138
780	149
781	131
782	144
783	141
784	117
785	121
786	140
787	156
788	128
789	120
790	103
791	129
792	111
793	115
794	119
795	139
796	103
797	115
798	104
799	120
800	96
801	108
802	90
803	97
804	83
805	86
806	87
807	100
808	79
809	89
810	88
811	86
812	71
813	89
814	94
815	62
816	63
817	61
818	100
819	86
820	72
821	78
822	59
823	78
824	80
825	58
826	53
827	67
828	67
829	42
830	59
831	60
832	45
833	49
834	58
835	56
836	52
837	50
838	52
839	57
840	42
841	47
842	57
843	68
844	46
845	35
846	52
847	45
848	44
849	46
850	45
851	50
852	37
853	58
854	39
855	37
856	42
857	44
858	44
859	42
860	36
861	40
862	46
863	39
864	30
865	41
866	45
867	31
868	41
869	37
870	37
871	34
872	32
873	35
874	36
875	44
876	26
877	41
878	23
879	32
880	37
881	38
882	41
883	43
884	39
885	39
886	48
887	31
888	39
889	27
890	37
891	35
892	37
893	47
894	41
895	37
896	42
897	38
898	52
899	42
900	32
901	56
902	31
903	49
904	38
905	36
906	44
907	34
908	42
909	40
910	44
911	45
912	41
913	32
914	42
915	37
916	38
917	39
918	44
919	46
920	46
921	44
922	39
923	35
924	46
925	33
926	40
927	51
928	38
929	36
930	34
931	45
932	33
933	44
934	40
935	41
936	40
937	41
938	43
939	40
940	44
941	55
942	30
943	39
944	39
945	36
946	40
947	50
948	50
949	46
950	44
951	33
952	33
953	33
954	34
955	33
956	41
957	31
958	35
959	37
960	32
961	30
962	35
963	39
964	39
965	30
966	36
967	39
968	34
969	27
970	40
971	31
972	40
973	35
974	36
975	33
976	30
977	37
978	27
979	36
980	27
981	28
982	28
983	30
984	40
985	30
986	20
987	25
988	27
989	25
990	20
991	27
992	21
993	25
994	24
995	18
996	21
997	23
998	34
999	29
1000	18

