## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam_files/sample15.mrkdup.BL.filtered_hist.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=bam_files/sample15.mrkdup.BL.filtered.bam OUTPUT=bam_files/sample15.mrkdup.BL.filtered_inserts.txt TMP_DIR=[tmp]    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Oct 20 23:50:09 BST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
174	167	15	5	223527224	198.550257	78.228078	11972075	FR	7	11	17	23	31	41	57	87	301	377	701			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
5	3
7	2
8	1
10	4
11	4
13	2
14	6
15	2
16	1
17	2
18	2
19	5
20	2
21	1
22	5
23	5
24	1
25	3
26	10
27	4
28	11
29	16
30	100
31	101
32	120
33	130
34	131
35	164
36	189
37	248
38	259
39	310
40	283
41	287
42	312
43	351
44	331
45	341
46	350
47	405
48	524
49	585
50	552
51	609
52	564
53	557
54	609
55	614
56	681
57	758
58	760
59	817
60	911
61	865
62	818
63	857
64	854
65	904
66	916
67	962
68	1023
69	1303
70	1411
71	1336
72	1246
73	1128
74	1228
75	1147
76	1288
77	1404
78	1665
79	2285
80	3042
81	2898
82	2340
83	1703
84	1592
85	1576
86	1667
87	1740
88	2158
89	2708
90	3804
91	4552
92	4644
93	3611
94	2904
95	2692
96	2761
97	3038
98	3647
99	4631
100	5424
101	5646
102	5697
103	5408
104	5037
105	4819
106	4918
107	5104
108	5790
109	6547
110	7917
111	9127
112	8954
113	7736
114	6835
115	6731
116	6792
117	7520
118	8351
119	9593
120	11802
121	15274
122	17764
123	16991
124	13512
125	10885
126	10403
127	11069
128	12095
129	14033
130	17071
131	22036
132	28530
133	34828
134	36407
135	32545
136	29082
137	30283
138	35098
139	44226
140	54910
141	63918
142	67166
143	66904
144	68225
145	70621
146	70283
147	72554
148	75273
149	82068
150	89407
151	98531
152	107232
153	107924
154	104447
155	105646
156	112604
157	124993
158	141824
159	158060
160	171441
161	180770
162	190110
163	207997
164	233535
165	259528
166	272104
167	276746
168	273431
169	266956
170	257184
171	245353
172	236899
173	232359
174	232355
175	230757
176	227209
177	219030
178	206979
179	193639
180	178784
181	166536
182	154465
183	144121
184	137797
185	132260
186	127544
187	123375
188	118415
189	112657
190	105261
191	98224
192	90893
193	84753
194	79083
195	74444
196	71303
197	68438
198	66041
199	62949
200	60377
201	57102
202	53191
203	49747
204	45898
205	42969
206	40409
207	38298
208	36624
209	34996
210	33007
211	31381
212	29254
213	27166
214	25027
215	23344
216	21853
217	20396
218	19346
219	18281
220	17300
221	16642
222	15539
223	14300
224	13293
225	12348
226	11288
227	10847
228	10030
229	9379
230	9041
231	8298
232	8073
233	7316
234	6958
235	6419
236	5949
237	5563
238	5386
239	5076
240	5066
241	4715
242	4572
243	4330
244	4054
245	3880
246	3763
247	3588
248	3389
249	3399
250	3279
251	3347
252	3238
253	3164
254	2999
255	2993
256	2942
257	2909
258	2806
259	2789
260	2673
261	2619
262	2653
263	2652
264	2749
265	2720
266	2584
267	2626
268	2546
269	2599
270	2582
271	2628
272	2819
273	2861
274	2721
275	2858
276	2780
277	2947
278	2846
279	3011
280	3369
281	3399
282	3659
283	3816
284	3911
285	3895
286	4050
287	4260
288	4488
289	4948
290	5060
291	5208
292	5495
293	6130
294	6118
295	6235
296	6590
297	7031
298	7420
299	7564
300	7933
301	8397
302	8608
303	9073
304	9491
305	10232
306	10702
307	11190
308	11824
309	12404
310	12715
311	13067
312	13404
313	13742
314	14232
315	14476
316	15005
317	15273
318	15632
319	15899
320	16183
321	16563
322	16431
323	16646
324	16684
325	16713
326	16763
327	16837
328	16885
329	16985
330	16902
331	16960
332	17305
333	17224
334	17172
335	17212
336	16676
337	16456
338	16384
339	16031
340	15996
341	16074
342	15804
343	16239
344	16008
345	15771
346	15855
347	15429
348	15350
349	14920
350	14894
351	14805
352	14814
353	14513
354	14405
355	14263
356	14119
357	14075
358	13753
359	13705
360	13367
361	13101
362	12994
363	12813
364	12402
365	12376
366	12041
367	11996
368	11640
369	11485
370	11144
371	10935
372	10624
373	10528
374	10019
375	9860
376	9423
377	9300
378	8751
379	8740
380	8490
381	8091
382	7969
383	7543
384	7300
385	7103
386	6787
387	6758
388	6238
389	6111
390	5737
391	5617
392	5273
393	5312
394	5055
395	4724
396	4687
397	4416
398	4069
399	3997
400	3904
401	3661
402	3576
403	3447
404	3247
405	3060
406	2945
407	2756
408	2653
409	2642
410	2461
411	2293
412	2218
413	2058
414	2068
415	1873
416	1860
417	1694
418	1676
419	1607
420	1505
421	1476
422	1442
423	1353
424	1321
425	1304
426	1216
427	1200
428	1141
429	1046
430	1045
431	1035
432	1027
433	1040
434	1038
435	968
436	922
437	888
438	864
439	877
440	858
441	885
442	816
443	845
444	816
445	805
446	839
447	801
448	842
449	825
450	855
451	844
452	870
453	810
454	860
455	891
456	886
457	883
458	892
459	922
460	950
461	919
462	925
463	920
464	959
465	974
466	961
467	1004
468	982
469	971
470	1030
471	1004
472	1053
473	1057
474	1092
475	1113
476	1110
477	1119
478	1166
479	1147
480	1077
481	1156
482	1176
483	1108
484	1168
485	1138
486	1181
487	1152
488	1130
489	1188
490	1216
491	1206
492	1184
493	1197
494	1145
495	1179
496	1159
497	1197
498	1227
499	1214
500	1223
501	1176
502	1172
503	1214
504	1206
505	1294
506	1266
507	1247
508	1308
509	1277
510	1341
511	1274
512	1275
513	1243
514	1283
515	1265
516	1337
517	1302
518	1260
519	1257
520	1312
521	1324
522	1267
