## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam_files/sample16.mrkdup.BL.filtered_hist.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=bam_files/sample16.mrkdup.BL.filtered.bam OUTPUT=bam_files/sample16.mrkdup.BL.filtered_inserts.txt TMP_DIR=[tmp]    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Oct 20 23:42:32 BST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
168	166	12	2	227802079	180.644309	60.413206	10696046	FR	5	9	13	19	25	33	45	65	137	313	479			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	2
4	2
6	3
7	1
8	2
9	2
10	1
11	7
12	2
13	2
14	1
16	1
17	1
18	1
19	2
20	3
21	5
22	3
23	1
24	1
25	4
26	1
27	1
28	6
29	16
30	128
31	133
32	144
33	146
34	173
35	208
36	254
37	280
38	357
39	444
40	434
41	438
42	474
43	492
44	499
45	527
46	588
47	688
48	764
49	936
50	1037
51	900
52	852
53	878
54	866
55	926
56	1015
57	1105
58	1336
59	1498
60	1508
61	1429
62	1313
63	1291
64	1301
65	1297
66	1352
67	1533
68	1683
69	2306
70	2547
71	2340
72	1925
73	1772
74	1670
75	1893
76	2000
77	2108
78	2665
79	3651
80	4822
81	5002
82	3697
83	2627
84	2305
85	2419
86	2587
87	2776
88	3105
89	4444
90	6052
91	7635
92	7377
93	5764
94	4478
95	4248
96	4329
97	4963
98	5883
99	7251
100	8380
101	9134
102	9149
103	8512
104	7859
105	7279
106	7421
107	8069
108	8382
109	9520
110	11142
111	12773
112	12398
113	10344
114	9123
115	8965
116	9635
117	10247
118	10952
119	12204
120	14837
121	19157
122	22264
123	20993
124	16712
125	13585
126	13090
127	14239
128	15974
129	18652
130	22834
131	29056
132	37020
133	44899
134	45936
135	41190
136	37932
137	40526
138	48008
139	59376
140	71164
141	80931
142	83972
143	84454
144	85669
145	86677
146	86223
147	87777
148	92941
149	100052
150	108739
151	117113
152	126394
153	127119
154	124376
155	125677
156	135570
157	150505
158	167641
159	186087
160	199901
161	208876
162	221434
163	241744
164	272988
165	299090
166	307748
167	305363
168	294177
169	278496
170	261286
171	243668
172	227966
173	217772
174	211000
175	204186
176	195108
177	183313
178	169173
179	153404
180	139121
181	126472
182	114415
183	105624
184	97296
185	91925
186	87244
187	83086
188	78313
189	72767
190	66858
191	61390
192	56155
193	50890
194	47518
195	43850
196	41828
197	39204
198	37577
199	36067
200	33838
201	31349
202	29464
203	26966
204	24977
205	23183
206	21951
207	20147
208	19160
209	18074
210	16993
211	16082
212	14933
213	13744
214	12566
215	11559
216	10480
217	9995
218	9325
219	8876
220	8263
221	7734
222	7104
223	6464
224	6130
225	5493
226	5181
227	4821
228	4482
229	4405
230	4142
231	3805
232	3506
233	3282
234	3114
235	2789
236	2666
237	2588
238	2564
239	2523
240	2497
241	2351
242	2236
243	2180
244	2085
245	2073
246	1981
247	1969
248	1931
249	1960
250	1905
251	1958
252	2143
253	1760
254	1696
255	1680
256	1753
257	1676
258	1591
259	1539
260	1540
261	1573
262	1638
263	1598
264	1563
265	1638
266	1564
267	1549
268	1502
269	1576
270	1713
271	1751
272	1791
273	1860
274	1815
275	1944
276	1872
277	1929
278	2013
279	2043
280	2423
281	2503
282	2682
283	2791
284	2946
285	2888
286	3002
287	3140
288	3322
289	3654
290	3889
291	4257
292	4314
293	4623
294	4720
295	5239
296	5255
297	5708
298	6192
299	6358
300	6748
301	6837
302	7135
303	7275
304	7697
305	8094
306	8605
307	8851
308	9194
309	9644
310	9715
311	9745
312	10000
313	9898
314	10155
315	10166
316	10211
317	10327
318	10386
319	10379
320	10452
321	10242
322	10307
323	10022
324	9979
325	9944
326	9930
327	9610
328	9309
329	9321
330	9292
331	9168
332	9234
333	9483
334	8975
335	8822
336	8420
337	8233
338	7948
339	8030
340	7818
341	7712
342	7741
343	7652
344	7462
345	7345
346	7127
347	7168
348	7060
349	6940
350	6779
351	6711
352	6707
353	6472
354	6219
355	6280
356	6098
357	5992
358	6197
359	5816
360	5827
361	5561
362	5572
363	5445
364	5219
365	5175
366	4960
367	4873
368	4822
369	4605
370	4520
371	4431
372	4217
373	4172
374	4002
375	3972
376	3659
377	3627
378	3604
379	3358
380	3296
381	3063
382	3060
383	2957
384	2912
385	2726
386	2606
387	2506
388	2422
389	2316
390	2176
391	2083
392	2117
393	1965
